Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1509,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352.0,Unf,0.0,416.0,768.0,GasA,Ex,Y,SBrkr,768,432,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1946.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,130500
1510,50,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,997,473,0,1470,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Detchd,1958.0,Unf,1.0,548.0,TA,TA,Y,0,0,0,0,156,0,,,,0,5,2008,WD ,Normal,135000
1511,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,0,1393,0.0,0.0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,121,0,0,0,265,0,,,,0,4,2008,WD ,Normal,135500
1512,80,RL,62.0,7692,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Basment,1954.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Abnorml,100000
1513,30,RL,67.0,5142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,224.0,Unf,0.0,725.0,949.0,GasA,TA,Y,SBrkr,949,343,0,1292,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,Detchd,1923.0,Unf,1.0,205.0,TA,TA,N,0,0,183,0,0,0,,,,0,6,2008,WD ,Normal,108000
1514,30,RL,67.0,5604,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,TA,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,4,2008,WD ,Normal,98000
1515,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,,,0,9,2008,WD ,Normal,67000
1516,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210.0,Unf,0.0,570.0,780.0,GasA,Ex,N,SBrkr,936,780,0,1716,1.0,0.0,2,0,6,1,Fa,9,Typ,0,,,,,0.0,0.0,,,N,0,184,0,0,0,0,,,,0,3,2008,WD ,Normal,135900
1517,70,RH,,12155,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156.0,Unf,0.0,516.0,672.0,GasA,TA,N,SBrkr,810,672,0,1482,0.0,0.0,2,0,4,1,Fa,7,Typ,0,,Detchd,1934.0,Unf,1.0,400.0,TA,TA,P,0,0,254,0,0,0,,,,0,3,2008,WD ,Normal,140000
1518,75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378.0,Unf,0.0,342.0,720.0,GasA,Ex,Y,SBrkr,1052,720,420,2192,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,262,24,0,0,0,0,,,,0,7,2008,WD ,Normal,179500
1519,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390,304,0,1694,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,0,0,,,,0,6,2008,WD ,Normal,136500
1520,30,RL,60.0,7290,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Ex,Y,SBrkr,1424,0,0,1424,0.0,0.0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921.0,Unf,1.0,312.0,TA,TA,Y,0,0,90,0,0,0,,,,0,4,2008,WD ,Normal,168000
1521,70,RH,55.0,8525,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0.0,Unf,0.0,940.0,940.0,GasA,TA,N,FuseA,1024,940,0,1964,0.0,0.0,1,1,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,0,192,0,0,0,0,,,,0,11,2008,WD ,Abnorml,130000
1522,70,RL,51.0,9842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,990,1611,0,2601,0.0,0.0,3,1,4,1,TA,8,Typ,0,,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,0,,,,0,5,2008,WD ,Normal,189000
1523,90,RL,64.0,7804,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,281.0,Rec,679.0,0.0,960.0,GasA,Ex,Y,SBrkr,960,960,0,1920,2.0,0.0,2,2,4,2,TA,10,Typ,2,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,248,0,121,0,0,0,,,,0,7,2008,WD ,Abnorml,161900
1524,70,RL,66.0,8969,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,379.0,Unf,0.0,265.0,644.0,GasA,Ex,Y,SBrkr,672,644,0,1316,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,2001.0,Unf,1.0,369.0,TA,TA,P,0,0,0,0,192,0,,MnPrv,,0,7,2008,WD ,Normal,145000
1525,70,RL,79.0,11526,Pave,,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Fa,Y,SBrkr,1423,748,384,2555,0.0,0.0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2.0,672.0,TA,TA,Y,431,0,0,0,0,0,,,,0,9,2008,WD ,Normal,191000
1526,70,RL,63.0,15576,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0.0,0.0,2,0,4,1,TA,8,Typ,0,,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,160,0,0,0,,,,0,3,2008,WD ,Normal,177000
1527,50,RL,63.0,15564,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,424,0,0,0,0,0,,,Shed,400,1,2008,WD ,Normal,147500
1528,30,RL,52.0,6292,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384.0,Unf,0.0,384.0,768.0,GasA,TA,N,SBrkr,790,0,0,790,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1925.0,Unf,1.0,160.0,Fa,TA,Y,0,141,0,0,0,0,,,,0,4,2008,WD ,Normal,91000
1529,70,RL,54.0,7609,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,0.0,392.0,798.0,GasA,Ex,Y,SBrkr,798,714,0,1512,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,TA,TA,P,85,16,41,0,0,0,,GdPrv,,0,6,2008,WD ,Normal,231000
1530,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD ,Normal,115000
1531,70,RL,,9650,Pave,,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,Y,SBrkr,819,784,0,1603,0.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Attchd,1980.0,Unf,2.0,599.0,TA,TA,Y,0,217,0,0,0,0,,,,0,6,2008,WD ,Normal,138000
1532,70,RL,60.0,7200,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,,MnPrv,,0,2,2008,WD ,Normal,149000
1533,70,RL,74.0,11988,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,389.0,715.0,GasA,Fa,Y,FuseA,849,811,0,1660,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD ,Normal,188700
1534,50,RL,,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,Ex,Y,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Gd,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0,40,0,0,0,0,,,,0,7,2008,WD ,Normal,198000
1535,50,RL,,9260,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,TA,Y,FuseF,932,442,0,1374,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1938.0,Unf,1.0,225.0,TA,TA,Y,64,0,0,0,100,0,,,,0,3,2008,WD ,Normal,110000
1536,20,RL,79.0,7801,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,1091.0,GasA,Fa,N,FuseA,1091,0,0,1091,0.0,1.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1951.0,Fin,1.0,344.0,TA,TA,Y,66,105,0,0,221,0,,MnPrv,,0,5,2008,WD ,Normal,104000
1537,70,RL,100.0,9670,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,TA,Y,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,TA,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0,0,207,0,0,0,,,,0,6,2008,WD ,Alloca,257076
1538,50,RL,,14100,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,728.0,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3.0,1014.0,TA,TA,Y,314,12,0,0,0,0,,GdWo,,0,5,2008,WD ,Normal,381000
1539,50,RL,,15660,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,Ex,Y,SBrkr,1137,817,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,,,,0,5,2008,WD ,Normal,311500
1540,50,RL,70.0,12392,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,397.0,832.0,GasA,Ex,Y,SBrkr,1218,943,0,2161,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994.0,Fin,2.0,506.0,TA,TA,Y,0,96,0,0,0,0,,,,0,4,2008,WD ,Normal,263400
1541,20,RL,56.0,26073,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,,MnPrv,,0,4,2008,WD ,Normal,236500
1542,20,RL,,14778,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,108,0,0,216,0,0,,,,0,11,2008,WD ,Normal,224000
1543,160,RM,24.0,1879,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,213,0,0,0,0,0,,GdPrv,,0,12,2008,WD ,Normal,116500
1544,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,TA,Y,SBrkr,716,840,0,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal,151000
1545,30,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,40.0,555.0,894.0,GasA,TA,Y,SBrkr,919,0,0,919,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,195.0,TA,TA,P,0,0,116,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,126000
1546,50,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Gd,Y,SBrkr,760,330,0,1090,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,120000
1547,30,RM,40.0,3636,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Fa,N,SBrkr,796,0,0,796,0.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,MnPrv,,0,1,2008,WD ,Normal,55000
1548,30,RM,,5890,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,0,0,,,,0,6,2008,WD ,Normal,120500
1549,30,RM,71.0,6900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,,,,0,2,2008,WD ,Normal,120500
1550,50,RM,58.0,8155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,7,2008,WD ,Normal,119000
1551,80,RM,75.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,367.0,624.0,GasA,Ex,Y,SBrkr,1092,564,0,1656,0.0,0.0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,,MnPrv,,0,7,2008,WD ,Normal,126000
1552,30,RM,60.0,7392,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,TA,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,0,0,0,,,,0,5,2008,WD ,Normal,99500
1553,50,RM,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0.0,821.0,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2008,WD ,Normal,165500
1554,20,A (agr),80.0,14584,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,Fa,Po,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Po,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,Fa,4,Sal,0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,,,,0,2,2008,WD ,Abnorml,13100
1555,70,C (all),60.0,5280,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,,,,0,7,2008,WD ,Normal,89000
1556,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,40000
1557,50,C (all),52.0,5150,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,80900
1558,30,C (all),120.0,18000,Grvl,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1994.0,RFn,3.0,1248.0,TA,TA,Y,0,20,0,0,0,0,,,Shed,560,8,2008,ConLD,Normal,81000
